AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	MBases	MBytes	Run	SRA_Sample	Sample_Name	disease_status	patient	stimulation	Assay_Type	BioProject	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	source_name
51	SAMN10723963	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237842	2071	716	SRR8430123	SRS4240755	GSM3559706	normal	control_5	IFNa6	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723962	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237843	2435	824	SRR8430124	SRS4240756	GSM3559707	normal	control_5	IFNb	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723961	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237844	2683	905	SRR8430125	SRS4240757	GSM3559708	normal	control_5	IFNg	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723960	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237845	2175	726	SRR8430126	SRS4240758	GSM3559709	normal	control_6	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723959	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237846	2675	892	SRR8430127	SRS4240759	GSM3559710	normal	control_6	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723958	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237847	2414	807	SRR8430128	SRS4240760	GSM3559711	normal	control_6	IFNa6	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723957	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237848	2580	862	SRR8430129	SRS4240761	GSM3559712	normal	control_6	IFNb	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723956	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237849	2704	901	SRR8430130	SRS4240762	GSM3559713	normal	control_6	IFNg	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723955	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237850	2181	734	SRR8430131	SRS4240763	GSM3559714	normal	control_7	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723954	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237851	3266	1085	SRR8430132	SRS4240764	GSM3559715	normal	control_7	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723953	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237852	2598	874	SRR8430133	SRS4240765	GSM3559716	normal	control_7	IFNa6	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723952	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237853	2731	911	SRR8430134	SRS4240766	GSM3559717	normal	control_7	IFNb	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723951	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237854	2932	978	SRR8430135	SRS4240767	GSM3559718	normal	control_7	IFNg	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723996	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237855	2741	928	SRR8430136	SRS4240768	GSM3559719	SLE	lupus_5	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723995	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237856	1907	646	SRR8430137	SRS4240769	GSM3559720	SLE	lupus_5	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723994	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237857	2222	755	SRR8430138	SRS4240770	GSM3559721	SLE	lupus_5	IFNa6	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723993	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237858	2832	959	SRR8430139	SRS4240771	GSM3559722	SLE	lupus_5	IFNb	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723992	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237859	1820	618	SRR8430140	SRS4240772	GSM3559723	SLE	lupus_5	IFNg	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723991	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237860	2715	897	SRR8430141	SRS4240773	GSM3559724	SLE	lupus_2	IFNa6	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723990	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237861	2941	970	SRR8430142	SRS4240774	GSM3559725	SLE	lupus_2	IFNb	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723987	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237862	2174	718	SRR8430143	SRS4240775	GSM3559726	SLE	lupus_2	IFNg	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723986	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237863	2088	699	SRR8430144	SRS4240776	GSM3559727	SLE	lupus_3	IFNa6	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723985	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237864	2206	739	SRR8430145	SRS4240777	GSM3559728	SLE	lupus_3	IFNb	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723984	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237865	2007	675	SRR8430146	SRS4240778	GSM3559729	SLE	lupus_3	IFNg	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723983	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237866	2639	892	SRR8430147	SRS4240779	GSM3559730	SLE	lupus_6	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723982	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237867	2235	759	SRR8430148	SRS4240780	GSM3559731	SLE	lupus_6	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723981	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237868	2068	700	SRR8430149	SRS4240781	GSM3559732	SLE	lupus_6	IFNa6	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723980	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237869	2765	927	SRR8430150	SRS4240782	GSM3559733	SLE	lupus_6	IFNb	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723979	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237870	2679	900	SRR8430151	SRS4240783	GSM3559734	SLE	lupus_6	IFNg	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
51	SAMN10723978	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237871	2367	799	SRR8430152	SRS4240784	GSM3559735	SLE	lupus_7	control	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723977	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237872	3098	1023	SRR8430153	SRS4240785	GSM3559736	SLE	lupus_7	IFNa2	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723976	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237873	3206	1056	SRR8430154	SRS4240786	GSM3559737	SLE	lupus_7	IFNa6	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723975	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237874	2856	943	SRR8430155	SRS4240787	GSM3559738	SLE	lupus_7	IFNb	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
65	SAMN10723974	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5237875	2381	787	SRR8430156	SRS4240788	GSM3559739	SLE	lupus_7	IFNg	RNA-Seq	PRJNA514365	GEO	public	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	2019-01-10	Homo sapiens	ILLUMINA	2019-01-23	SRP178271	keratinocytes
