Assay_Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	aliquot	category	collection_date	geo_loc_name	host	isolation_source	lat_lon	timepoint	tissue	type_sequence	Consent	Platform	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id
AMPLICON	502	PRJNA434003	SAMN08533418	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697328	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.38	2018-02-13	79	56	Homo sapiens	2018-02-13	SRR6723998	SRS2956827	SRP132814	CRA.16S.38									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533415	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697327	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.35	2018-02-13	109	73	Homo sapiens	2018-02-13	SRR6723999	SRS2956828	SRP132814	CRA.16S.35									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533416	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697326	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.36	2018-02-13	44	30	Homo sapiens	2018-02-13	SRR6724000	SRS2956826	SRP132814	CRA.16S.36									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533413	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697325	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.33	2018-02-13	102	71	Homo sapiens	2018-02-13	SRR6724001	SRS2956825	SRP132814	CRA.16S.33									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533414	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697324	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.34	2018-02-13	25	15	Homo sapiens	2018-02-13	SRR6724002	SRS2956824	SRP132814	CRA.16S.34									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533411	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697323	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.31	2018-02-13	90	62	Homo sapiens	2018-02-13	SRR6724003	SRS2956823	SRP132814	CRA.16S.31									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533412	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697322	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.32	2018-02-13	102	71	Homo sapiens	2018-02-13	SRR6724004	SRS2956822	SRP132814	CRA.16S.32									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533419	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697321	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.39	2018-02-13	96	66	Homo sapiens	2018-02-13	SRR6724005	SRS2956821	SRP132814	CRA.16S.39									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533420	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697320	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.40	2018-02-13	84	60	Homo sapiens	2018-02-13	SRR6724006	SRS2956820	SRP132814	CRA.16S.40									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533389	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697319	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.9	2018-02-13	31	18	Homo sapiens	2018-02-13	SRR6724007	SRS2956819	SRP132814	CRA.16S.9									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533390	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697318	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.10	2018-02-13	64	46	Homo sapiens	2018-02-13	SRR6724008	SRS2956818	SRP132814	CRA.16S.10									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533385	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697317	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.5	2018-02-13	55	36	Homo sapiens	2018-02-13	SRR6724009	SRS2956816	SRP132814	CRA.16S.5									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533386	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697316	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.6	2018-02-13	43	28	Homo sapiens	2018-02-13	SRR6724010	SRS2956817	SRP132814	CRA.16S.6									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533387	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697315	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.7	2018-02-13	46	31	Homo sapiens	2018-02-13	SRR6724011	SRS2956813	SRP132814	CRA.16S.7									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533388	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697314	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.8	2018-02-13	57	41	Homo sapiens	2018-02-13	SRR6724012	SRS2956815	SRP132814	CRA.16S.8									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533381	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697313	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.1	2018-02-13	52	35	Homo sapiens	2018-02-13	SRR6724013	SRS2956814	SRP132814	CRA.16S.1									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533382	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697312	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.2	2018-02-13	64	43	Homo sapiens	2018-02-13	SRR6724014	SRS2956811	SRP132814	CRA.16S.2									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533383	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697311	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.3	2018-02-13	45	30	Homo sapiens	2018-02-13	SRR6724015	SRS2956812	SRP132814	CRA.16S.3									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533384	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697310	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.4	2018-02-13	53	34	Homo sapiens	2018-02-13	SRR6724016	SRS2956810	SRP132814	CRA.16S.4									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533424	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697309	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.44	2018-02-13	119	84	Homo sapiens	2018-02-13	SRR6724017	SRS2956809	SRP132814	CRA.16S.44									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533423	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697308	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.43	2018-02-13	73	52	Homo sapiens	2018-02-13	SRR6724018	SRS2956808	SRP132814	CRA.16S.43									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533422	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697307	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.42	2018-02-13	74	52	Homo sapiens	2018-02-13	SRR6724019	SRS2956807	SRP132814	CRA.16S.42									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533421	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697306	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.41	2018-02-13	72	51	Homo sapiens	2018-02-13	SRR6724020	SRS2956806	SRP132814	CRA.16S.41									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533428	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697305	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.48	2018-02-13	62	45	Homo sapiens	2018-02-13	SRR6724021	SRS2956805	SRP132814	CRA.16S.48									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533427	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697304	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.47	2018-02-13	67	48	Homo sapiens	2018-02-13	SRR6724022	SRS2956804	SRP132814	CRA.16S.47									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533426	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697303	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.46	2018-02-13	34	20	Homo sapiens	2018-02-13	SRR6724023	SRS2956802	SRP132814	CRA.16S.46									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533425	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697302	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.45	2018-02-13	39	23	Homo sapiens	2018-02-13	SRR6724024	SRS2956803	SRP132814	CRA.16S.45									Feces		public	ILLUMINA						
WGS	202	PRJNA434003	SAMN08533430	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697301	0	Illumina HiSeq 3000	PAIRED	other	GENOMIC	CRA.WGS.1	2018-02-13	5117	2144	Homo sapiens	2018-02-13	SRR6724025	SRS2956800	SRP132814	CRA.WGS.1									Feces		public	ILLUMINA						
AMPLICON	502	PRJNA434003	SAMN08533429	Human	UNIVERSITY OF ALABAMA AT BIRMINGHAM	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX3697300	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	CRA.16S.49	2018-02-13	3	2	Homo sapiens	2018-02-13	SRR6724026	SRS2956801	SRP132814	CRA.16S.49									Feces		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436491		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019090	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2307	902	Homo sapiens	2018-11-19	SRR8199713	SRS4051952	SRP169085	GSM3476511									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436490		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019091	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2249	884	Homo sapiens	2018-11-19	SRR8199714	SRS4051953	SRP169085	GSM3476512									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436489		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019092	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2342	919	Homo sapiens	2018-11-19	SRR8199715	SRS4051954	SRP169085	GSM3476513									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436488		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019093	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2071	815	Homo sapiens	2018-11-19	SRR8199716	SRS4051955	SRP169085	GSM3476514									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436487		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019094	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2143	842	Homo sapiens	2018-11-19	SRR8199717	SRS4051956	SRP169085	GSM3476515									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436486		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019095	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2045	808	Homo sapiens	2018-11-19	SRR8199718	SRS4051957	SRP169085	GSM3476516									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436484		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019096	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2374	935	Homo sapiens	2018-11-19	SRR8199719	SRS4051958	SRP169085	GSM3476517									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436483		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019097	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2178	855	Homo sapiens	2018-11-19	SRR8199720	SRS4051959	SRP169085	GSM3476518									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436482		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019098	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2248	885	Homo sapiens	2018-11-19	SRR8199721	SRS4051960	SRP169085	GSM3476519									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436481		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019099	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	1784	703	Homo sapiens	2018-11-19	SRR8199722	SRS4051961	SRP169085	GSM3476520									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436480		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019100	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2316	901	Homo sapiens	2018-11-19	SRR8199723	SRS4051962	SRP169085	GSM3476521									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436479		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019101	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2096	815	Homo sapiens	2018-11-19	SRR8199724	SRS4051963	SRP169085	GSM3476522									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436478		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019102	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2159	840	Homo sapiens	2018-11-19	SRR8199725	SRS4051964	SRP169085	GSM3476523									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436477		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019103	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	1792	697	Homo sapiens	2018-11-19	SRR8199726	SRS4051965	SRP169085	GSM3476524									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436476		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019104	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-19	2304	1486	Homo sapiens	2018-11-19	SRR8199727	SRS4051966	SRP169085	GSM3476525									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436475		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019105	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2084	809	Homo sapiens	2018-11-19	SRR8199728	SRS4051967	SRP169085	GSM3476526									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436474		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019106	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2357	924	Homo sapiens	2018-11-19	SRR8199729	SRS4051968	SRP169085	GSM3476527									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436473		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019107	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	1951	758	Homo sapiens	2018-11-19	SRR8199730	SRS4051969	SRP169085	GSM3476528									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436472		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019108	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	1968	760	Homo sapiens	2018-11-19	SRR8199731	SRS4051970	SRP169085	GSM3476529									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436471		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019109	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2377	924	Homo sapiens	2018-11-19	SRR8199732	SRS4051971	SRP169085	GSM3476530									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436470		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019110	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	1819	703	Homo sapiens	2018-11-19	SRR8199733	SRS4051972	SRP169085	GSM3476531									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436469		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019111	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	1906	738	Homo sapiens	2018-11-19	SRR8199734	SRS4051973	SRP169085	GSM3476532									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436468		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019112	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2560	999	Homo sapiens	2018-11-19	SRR8199735	SRS4051974	SRP169085	GSM3476533									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436467		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019113	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2109	814	Homo sapiens	2018-11-19	SRR8199736	SRS4051975	SRP169085	GSM3476534									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436466		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019114	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2608	1018	Homo sapiens	2018-11-19	SRR8199737	SRS4051976	SRP169085	GSM3476535									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436465		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019115	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2039	788	Homo sapiens	2018-11-19	SRR8199738	SRS4051977	SRP169085	GSM3476536									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436464		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019116	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2506	979	Homo sapiens	2018-11-19	SRR8199739	SRS4051978	SRP169085	GSM3476537									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436463		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019117	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2713	1059	Homo sapiens	2018-11-19	SRR8199740	SRS4051979	SRP169085	GSM3476538									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436461		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019118	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2460	963	Homo sapiens	2018-11-19	SRR8199741	SRS4051980	SRP169085	GSM3476539									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436460		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019119	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2498	973	Homo sapiens	2018-11-19	SRR8199742	SRS4051981	SRP169085	GSM3476540									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436458		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019120	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2347	917	Homo sapiens	2018-11-19	SRR8199743	SRS4051982	SRP169085	GSM3476541									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436457		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019121	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2396	938	Homo sapiens	2018-11-19	SRR8199744	SRS4051983	SRP169085	GSM3476542									Peripheral blood		public	ILLUMINA						
RNA-Seq	75	PRJNA505801	SAMN10436455		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5019122	0	NextSeq 500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-16	2536	992	Homo sapiens	2018-11-19	SRR8199745	SRS4051984	SRP169085	GSM3476543									Peripheral blood		public	ILLUMINA						
RNA-Seq	150	PRJNA521342	SAMN10884114		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5347351	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-02-07	1703	734	Mus musculus	2019-11-28	SRR8545249	SRS4339158	SRP184498	GSM3593842									bone marrow		public	ILLUMINA						
RNA-Seq	150	PRJNA521342	SAMN10884113		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5347352	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-02-07	1638	710	Mus musculus	2019-11-28	SRR8545250	SRS4339161	SRP184498	GSM3593843									bone marrow		public	ILLUMINA						
RNA-Seq	150	PRJNA521342	SAMN10884112		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5347353	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-02-07	3106	1336	Mus musculus	2019-11-28	SRR8545251	SRS4339159	SRP184498	GSM3593844									bone marrow		public	ILLUMINA						
RNA-Seq	150	PRJNA521342	SAMN10884111		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5347354	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-02-07	1448	624	Mus musculus	2019-11-28	SRR8545252	SRS4339162	SRP184498	GSM3593845									bone marrow		public	ILLUMINA						
RNA-Seq	150	PRJNA521342	SAMN10884110		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5347355	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-02-07	1794	775	Mus musculus	2019-11-28	SRR8545253	SRS4339163	SRP184498	GSM3593846									bone marrow		public	ILLUMINA						
