Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	biomaterial_provider	cell_type	disease_state	isolate	sex	source_name	tissue	Consent	Platform
AMPLICON		449	PRJNA487207	SAMN09879554	Human	QUEEN'S UNIVERSITY BELFAST	fastq sra	gs s3	gs.US s3.us-east-1	SRX4595696	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	L047V3	2018-08-22	31	19	Homo sapiens	2019-08-20	SRR7739281	SRS3701809	SRP158593	L047V3	58 years at transplant	Dr Stijn Verleden, Leuven Lung Transplant Unit, Department of Chronic Diseases, Metabolism and Ageing, KU Leuven, Leuven, Belgium			L047V3	female		Bronchoalveolar lavage (BAL)	public	ILLUMINA
AMPLICON		397	PRJNA487207	SAMN09879568	Human	QUEEN'S UNIVERSITY BELFAST	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4595722	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	L052V2	2018-08-22	10	6	Homo sapiens	2019-08-20	SRR7739255	SRS3701835	SRP158593	L052V2	57 years at transplant	Dr Stijn Verleden, Leuven Lung Transplant Unit, Department of Chronic Diseases, Metabolism and Ageing, KU Leuven, Leuven, Belgium			L052V2	female		Bronchoalveolar lavage (BAL)	public	ILLUMINA
AMPLICON		372	PRJNA487207	SAMN09879567	Human	QUEEN'S UNIVERSITY BELFAST	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4595723	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	L052V1	2018-08-22	10	6	Homo sapiens	2019-08-20	SRR7739254	SRS3701836	SRP158593	L052V1	57 years at transplant	Dr Stijn Verleden, Leuven Lung Transplant Unit, Department of Chronic Diseases, Metabolism and Ageing, KU Leuven, Leuven, Belgium			L052V1	female		Bronchoalveolar lavage (BAL)	public	ILLUMINA
AMPLICON		498	PRJNA487207	SAMN09879552	Human	QUEEN'S UNIVERSITY BELFAST	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4595777	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	L047V1	2018-08-22	37	20	Homo sapiens	2019-08-20	SRR7739200	SRS3701890	SRP158593	L047V1	58 years at transplant	Dr Stijn Verleden, Leuven Lung Transplant Unit, Department of Chronic Diseases, Metabolism and Ageing, KU Leuven, Leuven, Belgium			L047V1	female		Bronchoalveolar lavage (BAL)	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395218		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4995387	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1900	654	Homo sapiens	2020-02-20	SRR8174880	SRS4030508	SRP168177	GSM3463717							CTRL_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395217		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX4995388	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1934	664	Homo sapiens	2020-02-20	SRR8174881	SRS4030509	SRP168177	GSM3463718							CTRL_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395216		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX4995389	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1876	648	Homo sapiens	2020-02-20	SRR8174882	SRS4030510	SRP168177	GSM3463719							CTRL_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395215		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX4995390	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	2387	818	Homo sapiens	2020-02-20	SRR8174883	SRS4030511	SRP168177	GSM3463720							IL-17A_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395214		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4995391	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1807	619	Homo sapiens	2020-02-20	SRR8174884	SRS4030512	SRP168177	GSM3463721							IL-17A_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395213		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX4995392	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	2031	697	Homo sapiens	2020-02-20	SRR8174885	SRS4030513	SRP168177	GSM3463722							IL-17A_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395212		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX4995393	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1864	641	Homo sapiens	2020-02-20	SRR8174886	SRS4030514	SRP168177	GSM3463723							IL17ATGFB_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395211		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4995394	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	2071	709	Homo sapiens	2020-02-20	SRR8174887	SRS4030515	SRP168177	GSM3463724							IL17ATGFB_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395210		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX4995395	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	2382	819	Homo sapiens	2020-02-20	SRR8174888	SRS4030516	SRP168177	GSM3463725							IL17ATGFB_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395209		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4995396	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1851	635	Homo sapiens	2020-02-20	SRR8174889	SRS4030517	SRP168177	GSM3463726							IL17ATNF_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395208		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4995397	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	2071	710	Homo sapiens	2020-02-20	SRR8174890	SRS4030518	SRP168177	GSM3463727							IL17ATNF_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395207		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4995398	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	2108	721	Homo sapiens	2020-02-20	SRR8174891	SRS4030519	SRP168177	GSM3463728							IL17ATNF_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395206		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX4995399	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	2055	706	Homo sapiens	2020-02-20	SRR8174892	SRS4030520	SRP168177	GSM3463729							TGFB_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395205		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX4995400	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	2542	870	Homo sapiens	2020-02-20	SRR8174893	SRS4030521	SRP168177	GSM3463730							TGFB_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395204		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX4995401	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	2123	731	Homo sapiens	2020-02-20	SRR8174894	SRS4030522	SRP168177	GSM3463731							TGFB_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395203		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX4995402	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1854	636	Homo sapiens	2020-02-20	SRR8174895	SRS4030523	SRP168177	GSM3463732							TNF_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395202		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4995403	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1671	573	Homo sapiens	2020-02-20	SRR8174896	SRS4030524	SRP168177	GSM3463733							TNF_skin	Skin	public	ILLUMINA
RNA-Seq		50	PRJNA504555	SAMN10395201		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX4995404	0	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1938	665	Homo sapiens	2020-02-20	SRR8174897	SRS4030525	SRP168177	GSM3463734							TNF_skin	Skin	public	ILLUMINA
RNA-Seq		51	PRJNA504646	SAMN10396566		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996535	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1525	672	Homo sapiens	2018-11-11	SRR8176399	SRS4031562	SRP168244	GSM3464125			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		71	PRJNA504646	SAMN10396565		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996536	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	587	389	Homo sapiens	2018-11-11	SRR8176400	SRS4031563	SRP168244	GSM3464126			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		43	PRJNA504646	SAMN10396564		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996537	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	3551	961	Homo sapiens	2018-11-11	SRR8176401	SRS4031564	SRP168244	GSM3464127			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		76	PRJNA504646	SAMN10396563		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996538	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	633	437	Homo sapiens	2018-11-11	SRR8176402	SRS4031565	SRP168244	GSM3464128			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		79	PRJNA504646	SAMN10396562		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996539	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	743	525	Homo sapiens	2018-11-11	SRR8176403	SRS4031566	SRP168244	GSM3464129			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		72	PRJNA504646	SAMN10396561		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996540	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	778	518	Homo sapiens	2018-11-11	SRR8176404	SRS4031567	SRP168244	GSM3464130			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		52	PRJNA504646	SAMN10396560		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996541	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1881	860	Homo sapiens	2018-11-11	SRR8176405	SRS4031568	SRP168244	GSM3464131			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		91	PRJNA504646	SAMN10396559		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996542	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	920	697	Homo sapiens	2018-11-11	SRR8176406	SRS4031569	SRP168244	GSM3464132			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		101	PRJNA504646	SAMN10396558		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996543	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	2834	1522	Homo sapiens	2018-11-11	SRR8176407	SRS4031570	SRP168244	GSM3464133			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		97	PRJNA504646	SAMN10396558		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996543	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	597	458	Homo sapiens	2018-11-11	SRR8176408	SRS4031570	SRP168244	GSM3464133			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		101	PRJNA504646	SAMN10396557		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996544	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1550	922	Homo sapiens	2018-11-11	SRR8176409	SRS4031571	SRP168244	GSM3464134			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		79	PRJNA504646	SAMN10396557		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996544	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	289	205	Homo sapiens	2018-11-11	SRR8176410	SRS4031571	SRP168244	GSM3464134			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		101	PRJNA504646	SAMN10396577		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996545	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	2002	1223	Homo sapiens	2018-11-11	SRR8176411	SRS4031572	SRP168244	GSM3464135			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		94	PRJNA504646	SAMN10396577		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996545	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	221	171	Homo sapiens	2018-11-11	SRR8176412	SRS4031572	SRP168244	GSM3464135			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		101	PRJNA504646	SAMN10396576		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996546	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	4836	2498	Homo sapiens	2018-11-11	SRR8176413	SRS4031573	SRP168244	GSM3464136			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		48	PRJNA504646	SAMN10396576		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996546	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	112	44	Homo sapiens	2018-11-11	SRR8176414	SRS4031573	SRP168244	GSM3464136			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		101	PRJNA504646	SAMN10396575		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996547	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	3857	2132	Homo sapiens	2018-11-11	SRR8176415	SRS4031574	SRP168244	GSM3464137			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		72	PRJNA504646	SAMN10396575		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996547	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	239	160	Homo sapiens	2018-11-11	SRR8176416	SRS4031574	SRP168244	GSM3464137			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		101	PRJNA504646	SAMN10396574		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996548	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	5219	2703	Homo sapiens	2018-11-11	SRR8176417	SRS4031575	SRP168244	GSM3464138			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		52	PRJNA504646	SAMN10396574		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996548	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	151	70	Homo sapiens	2018-11-11	SRR8176418	SRS4031575	SRP168244	GSM3464138			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		101	PRJNA504646	SAMN10396573		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996549	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1642	992	Homo sapiens	2018-11-11	SRR8176419	SRS4031576	SRP168244	GSM3464139			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		69	PRJNA504646	SAMN10396573		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996549	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	222	144	Homo sapiens	2018-11-11	SRR8176420	SRS4031576	SRP168244	GSM3464139			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		101	PRJNA504646	SAMN10396572		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996550	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	3189	1705	Homo sapiens	2018-11-11	SRR8176421	SRS4031577	SRP168244	GSM3464140			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		99	PRJNA504646	SAMN10396572		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996550	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	513	395	Homo sapiens	2018-11-11	SRR8176422	SRS4031577	SRP168244	GSM3464140			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		101	PRJNA504646	SAMN10396571		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996551	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	1525	914	Homo sapiens	2018-11-11	SRR8176423	SRS4031578	SRP168244	GSM3464141			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		77	PRJNA504646	SAMN10396571		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996551	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	268	187	Homo sapiens	2018-11-11	SRR8176424	SRS4031578	SRP168244	GSM3464141			Dermal fibroblasts				Dermal fibroblasts		public	ILLUMINA
RNA-Seq		57	PRJNA504646	SAMN10396570		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996552	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	923	495	Homo sapiens	2018-11-11	SRR8176425	SRS4031579	SRP168244	GSM3464142			Synovial fibroblasts				Synovial fibroblasts		public	ILLUMINA
RNA-Seq		81	PRJNA504646	SAMN10396569		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996553	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	524	377	Homo sapiens	2018-11-11	SRR8176426	SRS4031580	SRP168244	GSM3464143			Synovial fibroblasts				Synovial fibroblasts		public	ILLUMINA
RNA-Seq		44	PRJNA504646	SAMN10396568		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996554	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	3103	899	Homo sapiens	2018-11-11	SRR8176427	SRS4031581	SRP168244	GSM3464144			Synovial fibroblasts				Synovial fibroblasts		public	ILLUMINA
RNA-Seq		78	PRJNA504646	SAMN10396567		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX4996555	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2018-11-08	667	468	Homo sapiens	2018-11-11	SRR8176428	SRS4031582	SRP168244	GSM3464145			Synovial fibroblasts				Synovial fibroblasts		public	ILLUMINA
ChIP-Seq	GRCH37.P13	73	PRJNA510655	SAMN10612690		GEO	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5162018	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2018-12-18	1066	182	Homo sapiens	2019-03-06	SRR8351056	SRS4171266	SRP173837	GSM3520035							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GRCH37.P13	70	PRJNA510655	SAMN10612689		GEO	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5162019	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2018-12-18	826	170	Homo sapiens	2019-03-06	SRR8351057	SRS4171267	SRP173837	GSM3520036							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GCF_000001405.25	75	PRJNA510655	SAMN10612688		GEO	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5162020	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2019-09-19	215	36	Homo sapiens	2019-09-19	SRR8351058	SRS4171268	SRP173837	GSM3520037							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GRCH37.P13	74	PRJNA510655	SAMN10612687		GEO	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5162021	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2018-12-18	900	160	Homo sapiens	2019-03-06	SRR8351059	SRS4171269	SRP173837	GSM3520038							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GRCH37.P13	74	PRJNA510655	SAMN10612686		GEO	bam sra	gs s3	gs.US s3.us-east-1	SRX5162022	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2018-12-18	1208	214	Homo sapiens	2019-03-06	SRR8351060	SRS4171270	SRP173837	GSM3520039							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GRCH37.P13	75	PRJNA510655	SAMN10612685		GEO	bam sra	gs s3	gs.US s3.us-east-1	SRX5162023	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2018-12-18	1598	268	Homo sapiens	2019-03-06	SRR8351061	SRS4171271	SRP173837	GSM3520040							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GRCH37.P13	71	PRJNA510655	SAMN10612684		GEO	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5162024	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2018-12-18	612	109	Homo sapiens	2019-03-06	SRR8351062	SRS4171272	SRP173837	GSM3520041							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GRCH37.P13	70	PRJNA510655	SAMN10612683		GEO	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5162025	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2018-12-18	540	100	Homo sapiens	2019-03-06	SRR8351063	SRS4171273	SRP173837	GSM3520042							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GRCH37.P13	75	PRJNA510655	SAMN10612682		GEO	bam sra	gs s3	gs.US s3.us-east-1	SRX5162026	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2018-12-18	1468	251	Homo sapiens	2019-03-06	SRR8351064	SRS4171274	SRP173837	GSM3520043							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GCF_000001405.25	75	PRJNA510655	SAMN10612681		GEO	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5162027	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2019-09-19	78	18	Homo sapiens	2019-09-19	SRR8351065	SRS4171275	SRP173837	GSM3520044							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GRCH37.P13	74	PRJNA510655	SAMN10612680		GEO	bam sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5162028	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2018-12-18	980	167	Homo sapiens	2019-03-06	SRR8351066	SRS4171276	SRP173837	GSM3520045							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GRCH37.P13	75	PRJNA510655	SAMN10612679		GEO	bam sra	gs s3	gs.US s3.us-east-1	SRX5162029	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2018-12-18	1024	179	Homo sapiens	2019-03-06	SRR8351067	SRS4171277	SRP173837	GSM3520046							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GRCH37.P13	75	PRJNA510655	SAMN10612678		GEO	bam sra	gs s3	gs.US s3.us-east-1	SRX5162030	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2018-12-18	1541	263	Homo sapiens	2019-03-06	SRR8351068	SRS4171278	SRP173837	GSM3520047							CD14+ monocytes	peripheral blood	public	ILLUMINA
ChIP-Seq	GRCH37.P13	75	PRJNA510655	SAMN10612723		GEO	bam sra	gs s3	gs.US s3.us-east-1	SRX5162031	0	NextSeq 500	SINGLE	ChIP	GENOMIC		2018-12-18	1094	185	Homo sapiens	2019-03-06	SRR8351069	SRS4171279	SRP173837	GSM3520048							CD14+ monocytes	peripheral blood	public	ILLUMINA
